Intel,AMD,Qualcomm,MicronTech,Infenion,STMElectro,Texas,Toyota,VW,Ford,Nissan,Honda,PSA,Daimler,Tata,Fuji,Boing,UnitTech,LockMartin,Honeywell,GenDyn,BAE,Northrop,Raytheon,RollsRoyce,Textron,Embraer,Apple,Micrsoft,Nokia,Sony,LG,Lenovo,BlackBerry,Alcatel,Vodafone,JandJ,GE,Medtronic,Fresenius,Koninklijke (Philips),Cardinal,Novartis,Stryker,Becton,BostonScience,Allergan,St Jude,3M,Abbott,Zimmer,SmithAndNephew,Olympus,Bayer,Bard,Varian,DENTSPLY,Hologic,Danaher,Intuitive,ABB Robo,Adept,Bosch,CaterPill,Denso,Google,Unversal Electro
23.98,13.85,43.04,12.37,15.95,19.31,36.93,125,30.45,8.76,21.95,35.4,80.85,92.07,16.21,48.3,99.52,71.9,97.55,58.64,80.99,33.75,77.44,56.64,53.85,110.24,51.03,120.62,30.86,28.94,54.9,24.04,12.1,172.99,13.57,32.17,62.59,37.96,51.7,47.77,42.25,70.26,56.34,65.4,76.8,16.6,118.7,42.69,87.58,54.47,86.53,61.53,38.1,75.78,85,40.4,37.26,54.8,73.9,142.69,22.34,7.07,4100,81.55,151.75,508.19,37.15
24.18,13.65,42.45,12.65,16.43,19.48,36.98,125.6,30.6,8.92,21.92,35.55,80.85,92.65,16.1,48.45,98.03,72.49,97.1,59.24,80.39,33.4,77.26,56.53,55.15,109.75,52.83,123.28,30.69,29.08,54.41,24.03,12.5,174.66,13.63,32.26,62.85,38.18,52.63,47.73,42.18,70.31,55.73,66.1,75.85,16.44,118,44.05,87.68,54.72,86.05,61.44,38.15,75.8,84.67,40.97,36.95,55.61,74.25,140.57,22.36,7.09,4121,81.11,153,506.18,35.92
24.04,13.48,42.25,12.48,16.37,19.21,37.23,125.23,30.75,8.78,22.04,36,80.8,91.97,16.44,48.55,97.4,72.19,95.14,57.6,79.55,34.8,76.69,55.53,54.8,110.99,51.15,124.69,30.48,28.62,54.15,24.13,12.5,175.87,13.69,31.83,62.34,37.95,52.18,47.32,42,70.04,55.57,66.25,75.45,16.36,117.83,43.43,87.43,54.36,86.5,61.93,38.05,76.11,84.74,40.76,36.65,55.34,74.7,139.8,22.01,7.01,4102.1,81.85,152.5,514.01,36.4
24.22,13.55,42.86,12.72,16.87,19.46,37.21,125.13,30.8,8.71,21.93,35.98,80,92.92,16.94,48.75,97.1,72.19,96.8,57.96,81,35.55,77.03,56.33,54.8,113.56,51.85,123.87,30.44,29.14,53.7,23.8,13.3,172.05,13.96,31.87,62.52,39.45,52.45,47.16,42.75,70.55,55.83,66.48,75.35,16.43,119.85,43.55,87.97,54.93,87.39,61.97,38.8,76.71,85.05,40.88,36.63,56.2,75.27,142.07,22.67,7.08,4090,82.88,151.25,516.96,36.82
23.87,13.89,43.03,12.92,17.04,19.14,36.65,124.82,30.5,8.86,21.54,35.74,79.78,90.4,16.96,48.75,96.08,71.69,94.85,56.6,79.26,35.9,76.9,55.45,55.4,112.29,50.12,121.7,29.98,27.75,52.69,23.56,13.15,169.23,13.98,31.42,61.91,38.95,51.74,45.66,42.28,69.7,55.22,65.22,74.96,15.99,116.28,42.9,86.91,54.18,85.66,61.4,38.75,74.86,84.49,40.51,36.47,55.73,74.45,138.57,22.29,7.38,4110,81.01,151.25,510.98,35.51
24.19,14.69,43.26,13.12,16.93,19.38,37.47,124.05,30.5,8.8,21.42,35.55,80.05,90.82,16.7,47.15,96.64,72.05,94.93,56.18,78.91,35.45,76.96,55.64,55.5,113.06,50.09,123.85,30,28.06,52.6,23.23,12.8,172.5,14.06,31.38,61.85,38.71,51.4,45.27,42.39,70.51,55.45,64.95,74.84,16.05,117.42,43.18,86.56,53.69,85.76,61.07,37.6,75.61,84.02,40.3,37.08,56.08,75,138.5,22.56,7.49,4100.15,81.47,147.1,516.42,36.65
23.75,14.68,42.76,12.82,16.58,19.19,37.06,123.13,30.75,9.24,21.79,36.01,78.5,89.75,16.46,47.6,96,71.32,93.77,55.82,78.82,36.15,76.97,54.5,54.5,112.35,48.67,124.19,29.47,27.63,52.29,23.18,12.55,171.05,13.72,31.37,61,38.33,51.54,45.82,42.06,69.37,55.55,63.2,75.25,15.78,57.1,42.37,86.6,53.23,85.5,60.89,39,75.24,82.08,40.34,37.13,55.74,74.11,138.52,22.31,7.24,4120,80.65,151.25,528.98,36.94
23.58,14.38,43.04,12.71,16.65,19.27,37.14,124.42,30.85,9.09,21.5,35.8,78.75,90.35,16.78,46.9,95.4,71.36,94.42,55.9,78.51,34.6,77,54.32,53.1,110.74,48.65,123.98,29.55,27.82,51.96,23.03,11.85,167.46,13.93,32.31,61.36,38.3,51.18,45.52,42.01,70.15,55.57,63.33,74.97,15.57,58.05,42.16,86.49,55.5,84.4,61,39.15,74.73,82.01,40.1,37.5,54.33,74.38,136.51,22.2,7.49,4150,80.95,152,532.73,36.57
23.29,14.09,42.59,12.45,16.31,19.12,36.92,123.16,30.45,8.97,20.94,35.19,79.76,88.36,16.35,46.55,94.31,70.24,93.55,55.81,77.45,34.5,76.17,53.6,53.5,108.03,48.03,120.61,29.36,27.42,50.96,21.87,11.35,162,13.69,32.66,61.15,37.82,51.69,45.09,41.11,69.63,55.95,63.72,73.7,15.35,58.52,40.93,85.82,53.68,83.75,61.63,39,74.07,81.15,39.96,37.69,54.13,73.22,135.05,21.82,7.1,4190,80.02,151.9,525,36.17
24.13,14.74,43.35,12.82,16.56,19.19,37.76,123.89,31.4,9.34,21.25,35.95,80.15,90.51,16.35,47.3,95,71.28,93.58,56.31,78.44,34.5,77.51,53.88,53.2,109.13,49.06,122.36,29.86,28.02,50.67,21.89,11.85,163.34,14.01,33.68,61.5,38.15,52.19,45.6,42.12,70.5,55.89,61.08,73.48,15.42,58.4,41.14,87,53.97,84.41,61.63,38.75,75.48,81.42,41.99,38.36,55.5,74.45,139.02,22.33,6.87,4130.25,79.55,153.75,524.88,37.65
23.96,14.57,43.6,12.49,16.59,19.26,37.93,126.15,31.7,9.6,21.49,36.52,80.35,91.58,16.67,48.1,95.36,71.58,93.6,56.51,79.2,35.15,77.79,53.58,54,111.1,48.55,121.97,29.87,28.26,51.2,22.47,11.65,195.87,13.96,33.68,61.58,38.23,51.83,45.9,42.49,70.87,56.17,64.03,73.75,15.49,59.85,41.68,87.1,53.69,84.93,61.57,38.75,75.75,82.4,42.3,38.25,55.5,75.25,138.45,22.56,6.8,4200.05,79.02,157,526.02,37.84
23.88,14.26,43.6,12.7,17.03,19.37,37.71,127.27,31.98,9.57,21.74,37,81.75,92.73,16.6,49.25,96.72,71.47,94.67,56.7,78.64,36.05,78.25,54.23,54.75,111.15,48.59,121.05,29.67,28.2,52.6,22.9,11.7,201.97,14.25,33.27,61.94,38.42,51.3,46.73,42.95,70.64,56.63,63.05,74.9,15.43,57.77,41.56,87.29,53.99,85.07,62.04,39.45,76.37,82.9,42.93,38.47,55.46,76.17,139,23.06,6.4,4101,78.6,159.62,525.49,36.42
24.31,14.38,43.86,12.49,17.18,19.66,38.1,127.85,32.9,9.48,22.07,37.4,83.3,93.34,16.77,48.6,96.8,72.5,95.33,57.32,78.65,35.2,78.63,54.45,54.95,113.5,49.25,122,29.79,29.11,50.76,23.11,11.8,215.48,14.5,33.6,62,38.36,53.37,46.27,44.2,70.03,56.13,63.7,75.14,15.58,57.46,41.52,88,54.35,85.54,63.1,39.45,76.74,83.33,43.17,38.89,56.95,76.87,141.9,23.54,6.32,4135,79.19,160.5,531.06,36.31
24.48,14.42,43.62,12.8,17.3,19.56,38.1,127.78,33.25,9.36,22.07,37.3,83.25,92.77,17.42,49.7,97.52,72.39,95.85,57.05,78.26,35.5,78.4,54.37,56.45,113.53,48.79,128.8,30.05,28.86,52.62,23.41,12,216.46,14.42,33.02,62.1,38.58,52.83,46.4,44.74,69.64,55.81,63.05,75.15,15.59,58.04,41.78,87.68,54.44,85.22,63.23,39.45,77.57,84.3,43.42,38.72,56.46,77.38,141.51,23.7,6.4,4101,78,159.25,535.56,36.44
24.52,14.24,43.5,12.91,17.45,19.53,38.22,126.35,33.65,9.2,21.62,36.99,88.05,92.81,17.48,49.55,98.13,72.29,96.6,58.61,79.35,36.05,78.3,54.77,56,114.3,48.93,133.13,29.91,28.84,53.2,23.77,11.8,214.77,14.33,32.91,62.1,38.48,53.09,46.43,44.62,69.81,55.14,63.86,74.6,15.53,57.5,41.8,87.95,54.33,84.99,62.32,38.85,75.95,83.3,43.54,38.89,56.3,76.92,143.21,23.62,6.43,4299,77.76,155.75,541.25,36.34
24.81,14.53,43.52,13.36,17.76,19.75,38.26,126.9,33.95,9.16,21.56,36.98,88.8,94.12,17.65,49.55,100.99,72.32,96.43,59.21,79.75,36,78.5,54.36,57.85,115.41,49.5,132.38,29.86,28.86,52.99,23.7,11.65,216.32,14.36,33.6,62.36,38.56,54.24,46.5,44.73,69.77,55.26,65.1,75.3,15.48,57.53,42.92,87.97,54,85.96,62.08,38.85,76.84,83.44,44.08,39.01,56.33,77.3,145,23.97,6.05,4205,79.24,155.75,543,37
24.78,14.5,43.44,13.64,17.72,19.56,38.09,126.34,33.55,9.15,21.51,36.7,85.8,93.81,18,50.2,100.6,71.88,96.35,58.06,78.62,36.05,77.52,53.97,57.25,113.78,49.14,128.88,29.7,28.95,52.44,23.95,11.25,213.12,14.08,33.27,62.72,38.45,53,45.93,44.03,69.8,55.27,64.6,74.84,15.59,57.25,42.08,87.94,53.38,85.09,62.02,38.55,74.67,83.46,44.07,39.1,56.51,77.8,146.93,23.93,6.01,4300,80.02,158.5,543.79,37.97
24.82,14.46,43.15,13.7,17.69,19.55,38.01,125.53,33.2,9.1,21.7,36.54,86.15,92.19,17.96,50.25,100.48,72.06,94.21,57.98,78.47,34.6,76.02,52.83,57,112,49.8,132.07,29.24,28.8,51.82,23.3,11.1,209.85,14.06,32.99,62.2,37.8,52.36,45.69,43.8,68.66,55.85,64.07,74.07,15.26,58.2,41.89,87.22,52.87,85.26,62.4,38.7,75.12,83.19,44.42,38.79,56.65,76.76,146.53,23.85,6.45,4300,81.4,158.5,543.61,37.42
24.75,14.85,44,14.01,18.21,19.75,38.29,125,34,8.93,21.63,36.75,88.35,94.24,18.18,51.25,100.5,73.06,95.4,58.95,78.86,35.25,76.61,53.45,59.5,112.4,51.02,133.85,29.56,29.67,52.18,22.92,11.51,212.33,14,33.06,63.05,38.44,52.88,46.11,45.01,68.81,55.3,65.39,74.93,15.46,58.35,41.97,87.67,51.9,85.56,62.87,38.7,75.84,83.69,44.9,39.19,57.59,75.93,147.74,24.51,6.47,4300,82.98,158.75,545.86,38.1
25.8,15.42,44.99,13.9,18.32,19.94,38.9,125.7,33.75,8.98,21.82,37.48,88.35,94.8,18.72,51.25,101.18,74.25,97.5,60.28,79.47,34.9,76.9,53.49,59,113.93,51.1,135.03,29.94,30.28,52.41,23.24,11.75,216,14.16,33.55,63.47,39.63,52.84,46.03,44.77,70.24,55.18,66.34,75.57,15.4,58.48,41.85,89.58,53.55,84.84,63.89,39.85,77.92,83.76,45.18,39.05,58,78.12,148.91,24.87,6,4380,84.9,159.3,547.91,38.85
25.93,15.45,45.2,13.77,18.48,19.77,38.78,126.1,33.95,9.01,21.71,37.55,87.9,95.05,18.78,50.5,102,75.86,96.8,60.34,79.36,34.15,76.3,53.96,58,114.85,50.13,138.39,29.76,29.98,52.65,23.42,11.7,228.89,14.09,33.25,63.37,39.6,52.42,46.25,44.06,70.02,55.37,66.86,75.85,15.57,58.2,42.08,90.63,53.25,85.56,64.01,39.95,78.18,84,44.26,38.79,58,77.93,148.5,24.86,5.99,4250,85.97,159.5,550.3,38.29
26.06,15.85,45.03,13.94,18.28,19.6,39.06,124,33.65,8.88,21.63,37.04,87.6,94.03,18.48,49.17,101.91,77.55,96.48,60.94,79.6,33.25,76.99,53.75,56.81,115.57,48.6,138.3,30.02,29.99,51.91,23.4,11.7,227.39,14.14,33.38,62.88,40.01,52,46.6,44.6,70.77,54.05,67.33,72.97,15.41,58.5,42.6,91.44,53.5,86.07,63.52,40,78.03,83.33,44.5,38.49,57.47,78.5,148.38,24.54,6.54,4250,86.25,156.75,555.04,37.06
24.96,15.45,44.75,13.8,18.03,19.47,38.7,122.25,33.2,8.68,21.51,36.76,85.55,91.6,18.26,48.85,101.85,76,98.33,60.69,80.04,34.8,77.82,54.31,56.1,114.29,48.42,138.19,30.51,29.84,51.8,22.6,11.2,229.23,14.02,32.97,62.51,40.32,53.24,46.03,44,70.9,53.47,67.63,75.31,15.26,57.85,43.94,91.1,54,88.74,63.3,40,76.93,82.65,43.65,38.19,56.33,79.63,148.17,24.25,6.19,4250,85.98,156.5,553.89,37.06
25.13,15.68,44.99,13.8,18.25,19.69,38.88,123.69,33.35,8.75,21.63,36.85,85.55,92.77,19.02,48.75,101.63,76.18,98.85,61.7,80.5,34.45,77.75,54.6,56.2,123,48.32,140.3,31.05,29.81,52.32,22.4,11.4,233.21,14.03,33.35,62.35,40.58,51.99,46.53,44.42,69.76,54.7,67.32,74.66,15.25,59.25,45.15,91.8,54.63,88.35,63.74,40.45,77.37,82.55,43.88,38.63,56.14,78.7,149.61,24.59,6.45,4255,86.76,160.25,553.46,36.28
25.28,16.15,43.87,13.67,17.97,19.62,38.34,123.65,33.3,8.62,21.55,37.12,88.2,90.55,18.95,48.65,102.8,77.19,98.14,60.46,78.98,35.75,78.11,54.91,56.5,122.15,48.98,141.65,31.15,29.62,51.47,23.61,12.15,234,13.76,33.36,62.39,40.44,52,46.27,43.83,69.32,55.05,67.5,74.82,15.15,60.96,45,90.5,54.3,87.75,63.75,40.55,77.23,81.15,44.08,38.55,55.53,78.03,175.58,24.27,6.74,4290,79.75,158.25,511.9,36.6
24.62,15.51,43.03,13.43,17.86,19.57,38.27,122.91,33.85,8.46,21.5,36.95,89.35,91.93,19,48.65,104.48,76.57,98.68,61.4,81.23,36.35,77.99,54.56,56.15,122.99,48.7,143.31,31.36,29.06,51.15,23.84,12.6,231.68,13.79,33.22,61.89,40.3,52.04,47.33,43.8,68.85,54.83,67.31,74.78,14.75,60.46,44.98,90.61,53.35,88,62.94,39.35,75.67,81.45,43.7,38.12,55.42,77.55,203.87,24.26,6.5,4300,82.47,160.75,519.01,35.16
24.41,15.23,42.52,13.41,17.51,19.18,36.49,123.78,33.7,8.4,21.65,37.1,90,90.32,18.67,48.2,103.45,75.74,102,61.01,81.98,36.95,78.25,54.71,55.25,125,48,138.88,31.01,28.89,51.96,23.45,12.7,227.05,13.75,32.82,61.57,40.63,51.52,46.28,43.65,67.69,54.89,67.07,74.23,14.79,59.74,45.19,90.54,53.2,89,62.23,40.1,74.85,82.15,43.38,38.42,55.59,77.87,202,23.9,6.15,4000,81.82,161,509.3,35.79
24.68,15.38,43.3,13.13,17.34,17.88,37.1,123.39,33.6,8.32,21.97,37,84.53,93.58,18.29,48,106.98,75.08,104.23,61.35,82.49,36.55,78.11,55.01,55.35,122.75,46.2,137.35,30.99,28.61,52.1,23.4,12.6,223.33,13.68,32.75,61.48,40.57,51.5,48.8,42.58,67.58,54.48,66.57,74.85,14.44,59.6,45.2,90.24,52.76,89.54,62.32,40.1,74.37,81.05,42.94,38.36,55.59,77.06,205.03,23.33,6.12,4355,82.02,161,516.98,37.45
24.34,15.44,42.2,12.89,16.85,17.01,36.5,122.32,33,8.11,21.42,36.67,80,90.64,17.83,47,106.06,74.76,102.39,60.49,82.12,35.6,79.68,55.89,52.35,120,44.21,145.91,30.24,27.37,52.49,23.2,12.2,221.5,13.39,31.47,61.03,40.01,51.57,48.15,40.98,67,54.11,65.48,75.66,14.02,60.35,44.92,89.62,51.88,84.39,60.87,39.6,71,78.19,41.82,37.8,53.94,76.4,196.2,22.92,5.98,4200,79.48,153,508.74,36.25
23.89,14.76,42.43,12.14,17.2,17.2,35.92,121.74,34.2,8.18,21,36.11,80.9,90.02,17.48,47.6,103.6,74.74,100.38,59.31,80.91,37.05,78.46,55.46,51.95,116.18,44.61,146.19,29.93,28.21,53.87,22.28,11.95,223.79,13.11,31.02,60.75,39.61,50.31,47.35,40.47,65.5,53.81,64.47,76.9,13.58,59.54,43.93,90.4,51.1,79,58.88,38.3,69.18,79.61,41.38,36.99,53.02,74.84,201,23.26,6.2,4153,78.7,153,508.53,35.73
23.62,14.02,41.9,12.1,16.65,17.17,35.25,122.12,35.4,8.33,21.32,36.2,83.15,88.34,17.51,47.1,104.6,72.92,100.1,59,79.01,36.5,76.99,55.16,51.75,115,44.95,144.33,29.41,28.7,53.49,22.63,13.2,217.64,13.14,30.28,59.93,39.03,50.98,46.96,40.49,65.4,54.04,62.79,77.12,13.32,57.86,42.42,90.18,51.45,78.04,58.71,39.65,71.02,79,41.67,36.34,52.73,75.6,202.78,23.74,6.02,4250,76.99,152.5,512.92,34.98
24.1,13.97,42.98,12.19,16.78,17.35,36.2,121.49,36.17,8.92,21.24,36.45,85.5,91.94,17.96,47,106.54,75,101.5,59.57,79.83,37.6,77.98,56.17,52.1,118.3,44.85,142.97,29.71,28.94,53.4,23.41,13.3,224.25,11.94,30.61,61.35,39.54,52.76,47.33,40.97,66.18,53.83,64.09,78.18,13.3,59.22,43.32,89.46,51.3,79.61,60.09,41.4,71.72,80,42.07,37.25,54.85,76.15,215.88,24.5,5.98,4299,78.11,149.7,520.23,35.15
23.56,13.48,41.52,11.79,16.2,17.31,35.25,120.38,36.9,8.48,21.01,35.9,84.2,90.71,16.81,47,103.03,73.05,98.87,56.94,78.01,37.35,75.95,56.03,52.6,112.88,42.82,133.64,28.95,28.26,51.84,22.45,13.7,213.88,11.76,30.92,60.51,38.6,50.74,47.99,40.05,65.73,54.05,62.64,76.46,13.02,60,43.27,88.94,50.47,77.5,59.82,40.6,71.47,78.39,41.51,37.14,52.13,74.8,212.38,23.93,6.21,4299,78.61,149.5,510.5,34.96
23.77,13.49,41.55,12.09,16.33,17.41,34.95,118.01,37.75,8.45,21.21,34.99,85.05,90.84,16.5,47.05,105.02,74.37,102,57.4,78.36,36.55,77.28,58.45,53,115.25,43.84,136.65,29.19,30.57,51.27,22.56,13.51,217.85,11.94,31.73,60.8,39,52.1,48.61,40.05,66.65,53.82,63.09,79.3,13.11,62.29,43.38,89.06,51.18,79.32,60.84,40.65,71.98,79.98,41.27,37.28,52.04,76.12,212.98,23.86,6.36,4260,80.25,150.65,513.72,35.83
24.27,13.36,42.03,12.07,16.34,17.12,34.61,121.54,38.15,8.4,21.01,35.47,85.2,91.3,16.5,45.5,105.5,74.97,101.68,59.11,80.58,36.6,79.27,58.52,51.6,117.69,44.02,135.26,29.45,30.44,51.06,22.75,13.2,222.74,11.66,32.08,61.5,38.85,52.99,47.77,39.84,66.57,53.71,63.6,76.32,13.25,63.75,45.5,88.68,51.15,78.5,60.03,40.65,71.33,80,41.52,37,53,78,212.95,23.82,6.07,4375,80.11,148.3,510.05,31.18
24.05,12.91,41.15,11.83,15.91,17.2,33.77,121.99,39.25,8.12,20.72,35.34,86.15,89.07,16.35,45.75,104.49,76.58,99.91,58.92,80.11,37.25,78.93,59.07,52.25,114.64,44.13,132.9,29.05,29.93,50.28,23.5,12.4,220.25,11.4,31.78,60.31,38.23,51.88,49.12,39.32,66.48,55.01,62.91,76.48,13.13,63.62,46.78,87.7,52.12,77.32,59.31,40.5,71.75,78.66,41.49,37.34,52.5,76.38,205.95,23.5,6.25,4321.85,79,150.25,503,30.49
24.04,12.66,41.03,11.68,15.25,16.82,33.79,121.45,38.85,8.16,20.55,34.5,85.8,87.54,16.58,46.35,103.7,74.84,100.2,58.55,79.24,37,79.41,59.12,51.65,112.56,45.9,134.94,29.33,29.81,50.84,23.77,12.8,218,11.16,32.06,61.75,38.89,53.46,49.66,39.31,67.97,54.24,64.56,76.75,12.83,66.15,46.76,86.96,54.66,77.77,59.03,41.4,70.7,79.47,42.48,37.75,52.57,77.98,209.24,23.18,6.34,4286.85,80.38,153,509.75,29.1
24.33,12.82,40.22,11.68,15.63,17.71,33.5,122.49,38.25,8.4,20.51,34.97,85.15,87.12,16.56,45.5,103.1,74.07,98.52,59.47,77.9,37.72,77.81,59.24,50.9,111.9,48.8,136.76,29.72,30.48,49.9,23.57,12.95,225.53,11.41,32.98,61.99,39.5,53.72,50.35,39.79,67.97,55.7,66,77.72,12.95,65.5,47.25,87.9,56,79.99,60.74,41.55,74.31,79.82,43,38.03,53.03,78.84,211.76,24,6,4450,80.3,153.5,519.34,28.02
24.32,12.9,39.21,11.75,15.16,17.59,33.25,120.71,38.19,8.59,20.61,34.35,81.25,86.2,16.49,44.75,100.79,74.04,94.5,56.9,77.2,38.9,77.05,56.02,50.5,112.65,47.77,131.11,29.64,30.15,49.66,24.23,11.75,222.3,11.46,32.59,62,39.67,53.14,49.55,38.17,69.85,55.22,68.88,77.75,13.15,65.11,46.51,87.9,56.91,79.38,61.3,39.35,72.33,80.24,43.5,37.35,51.32,81.08,207,23.12,5.96,4737,79.62,148.25,520.8,28.37
23.85,12.96,38,12.21,14.75,17.37,32.8,119.86,39.6,8.34,20.3,33.49,79.5,82.12,16.22,44.4,96.95,71.46,90.32,56.31,72.95,39.8,74.15,53.62,50.85,106.42,47.14,123.12,28.9,29.44,48.54,24.2,11.45,210.98,11.35,31.26,60.7,38.5,53.65,48.62,37.67,66.89,54.82,67.74,72.15,13.65,62,44.46,86.36,54.88,78.84,61.12,38.15,72.01,80,43.2,35.59,50,80.6,198.5,22.26,5.82,4935,77.68,143.5,510.18,26.26
24.19,13.22,38.15,12.33,15.04,17.18,33.53,119.92,39.2,8.38,20.3,33.81,80.8,84.58,17.05,44.4,99.46,73.08,95.64,56.1,79.39,39.1,79.41,55.51,51.6,113.78,47.74,128.32,28.94,30.45,48.56,24.92,12.3,213,11,31.66,61.32,38.57,53,49.28,38.8,67.8,53.99,66.17,77.63,13.2,62.37,45.24,87.16,55.21,79.14,60.74,40.4,72.44,81.52,42.23,37.4,50.5,79.2,202.42,22.96,5.95,4845,78.11,143,519.54,30.41
24.06,12.87,38.73,11.95,15.45,17.26,33.32,119.36,39.2,8.4,20.4,34.06,79.7,86.31,17.28,44.15,100.33,74.05,98.08,56.63,77.69,37.9,78.8,56.73,50.4,113.37,47.62,128.29,28.77,30.49,47.97,24.97,12.3,213.66,11.02,32.39,61.51,38.17,52.88,48.21,39.05,69.02,53.48,65.4,77.08,12.99,60.96,44.91,86.27,54.15,79.27,60.84,41.15,71.4,80.84,40.5,37.58,50.99,77.94,199.31,23.15,6.14,4900,77.91,148,515.72,28.98
23.78,12.45,37.7,11.49,14.82,16.59,32.9,117,38.95,8.11,19.75,33.43,78.25,83.57,16.76,43.65,97,72.61,96.75,56.59,75.9,39.96,77,54.71,49.23,110.85,43.02,122.74,28.24,29.25,47.17,24.16,11.6,206,10.83,31.58,61.08,37.58,52.66,47.39,37.3,67.05,52.35,64.13,75.83,13.03,59.68,44.27,84.94,52.37,78.16,58.7,39.65,73.62,80.62,40.46,38.22,50.95,76.1,196.5,22.09,5.98,4589,76.5,147.55,509,27.71
23.23,11.86,35.74,10.94,14.53,16.28,32.14,114.21,39.5,7.92,19.02,32.1,76.7,80.39,16.25,43.75,95.2,70.59,93.61,54,74.54,39.35,75.4,54.5,47.23,107.25,38.68,117.01,27.88,28.4,46.32,22.56,11.35,194.04,10.44,30.5,60.8,36.51,52.45,47.2,36.67,66.7,51.73,63.88,74.1,12.83,58.89,42.98,83.21,52.25,76.99,56.16,39.2,72.77,79.05,40.5,37,49.55,74.47,192.4,21.27,5.96,4854,73,146,492.02,27.1
23.9,12.04,37.37,11.05,14.78,16.59,33.25,113.58,39.5,7.92,19.74,31.29,78.85,82.02,16.4,42.25,94.79,72.54,98.48,55.4,77.97,38.5,76.35,56.4,47.35,110.1,42.28,122.01,28.09,29.56,46.6,21.96,11.65,207.18,10.64,31.23,62.49,38.11,52,48.83,37.24,68.6,52.41,66,76.9,12.91,59.9,42.47,87,53.19,79.59,56.42,37.9,74.09,78.65,41.92,36.74,50,74.79,193.36,21.95,5.86,4410,75.24,135.5,497.44,29.96
23.8,12.05,37.4,10.99,14.77,16.6,33.2,114.52,39.95,7.89,18.98,31.87,79.2,80.48,16.3,41.6,96.26,73.7,96,55.02,77.7,39.53,77.7,56.2,48.5,108.7,42.72,123.96,28.18,29.87,45.42,22.15,11.85,224.65,10.69,31.12,61.84,38.49,52.45,47.67,37.77,70.12,52.12,67.42,77.1,12.4,59.1,43.83,87.55,52.66,78.33,56.7,38.75,73.78,80.58,41.94,37.26,50.11,77.1,200.27,22.15,5.75,4281.1,72.97,141.25,502.46,28.66
23.91,12.17,37.18,11.11,14.6,16.6,33.7,113.65,40.75,7.97,19.43,31.92,79.95,80.42,15.63,42.15,96.83,74.59,95.1,55.3,76.94,39.05,77.06,57.11,48.45,110.13,41.75,122.21,28.1,29.53,45.8,21.7,12.15,78.46,10.61,30.82,61.57,38.03,53.29,47.87,37.2,68.9,52.48,66.53,78,12.14,60.17,43.07,88.1,51.9,75.77,55.57,40.75,76.93,80.98,41.35,36.48,49.34,76.1,197.7,22.22,5.75,4380,74.31,141.95,498.94,28.53
24.1,12.25,37.09,11.49,15.01,16.8,33.91,114.51,40.85,8,19.17,31.83,82.05,84.77,15.49,42.5,97.5,73.14,95.31,55.29,77.96,39.34,77.54,58.1,50.75,113.86,42.04,131.22,28.27,30.52,46.36,21.95,12.25,83.96,10.85,31.09,61.7,38.65,52.1,47.18,38.1,69.8,52.21,66.92,77.9,12.23,60.88,43.3,88.52,52.49,75.96,56.18,40.15,76.95,83.06,41.86,37.4,49.43,76.64,207.97,22.82,5.8,4677,75.25,144.5,509.96,29.44
24.29,11.98,37.47,11.4,15.04,16.91,34.4,115.1,40.55,7.88,19.39,32.19,81.5,86.08,15.65,42.25,98.95,73.81,98,56.2,78.35,39.05,77.36,58.09,50.41,117,41.94,133.09,28.28,30.45,47,22.44,12.3,82.12,11.05,31.61,62.15,39.21,53.24,47.97,38.89,71.19,52.56,67.98,77,12.83,61.98,43.06,89.34,52.52,76.59,57.16,40.4,77.22,82.56,41.87,37.79,51.64,77.3,212,23.21,6.07,4575,75.98,143.5,516,29.76
24.19,12.06,37.91,11.01,14.99,16.9,34.27,114.96,40.95,7.73,19.43,32.06,83.98,85.63,15.93,42.25,96.78,73.36,97.34,55.75,77.8,40.85,76.28,57.37,50.4,113.29,40.9,130.53,28.21,30.5,46.82,21.87,12.4,79.55,10.94,31.64,61.76,39.04,53,48.37,38.69,69.15,52.63,67.05,77.11,12.69,60.4,43.24,88.5,52.25,78,57.69,41.5,76.77,82.56,41.55,37.78,52.5,76,205.8,23.32,6.34,4640,75.43,143,512.61,28.2
24.71,12.08,38.55,10.93,15,16.97,34.95,115.46,41,7.91,19.39,32.5,84,86.84,16.5,41.7,98.07,74.06,99.5,55.64,79.31,40.75,78.4,58.01,50.15,57.34,42.35,133.39,28.61,30.88,46.55,21.82,13.85,81.75,11.03,31.85,61.66,39.26,53.03,48.19,39.5,69.35,53.17,67.15,77.8,12.64,59.63,44,88.8,52.32,77.61,57.9,40.45,77.52,82.52,41.7,38.25,52.97,76.51,211,23.85,5.98,4451,75.87,140.7,514.43,27.76
24.25,11.9,38.26,11.15,14.75,16.79,34.44,115,40.44,7.75,19.16,32.6,82.4,86.63,16.3,41.5,97.99,73.3,102.14,56.6,79.15,40.66,78.21,58.07,49.1,56.89,41.56,130.99,28.3,30.63,46.2,21.25,12.85,80.39,10.93,31.69,61.6,38.83,53.57,48.18,38.68,69.58,52.82,66.86,78.24,12.57,59.25,43.89,88.59,51.79,76.75,57.38,40.5,76.73,82.5,40.77,38.22,52.39,75.7,207.5,23.99,5.76,4630,75.98,138,511.53,27.53
